                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    120,                 1.1899,                 1.1745,                 1.2833,                 0.5805,                0.33613,                 0.3241,                0.15454,                    nan,                    nan,                    nan,             4.1059e-06,             4.1059e-06,             4.1059e-06
                    121,                 1.2106,                 1.2045,                 1.3042,                0.60124,                0.33496,                0.33439,                0.15637,                    nan,                    nan,                    nan,              4.056e-06,              4.056e-06,              4.056e-06
                    122,                 1.1865,                 1.2234,                  1.284,                0.55888,                0.33122,                0.31972,                0.15361,                    nan,                    nan,                    nan,              4.006e-06,              4.006e-06,              4.006e-06
                    123,                 1.2132,                 1.2255,                  1.303,                0.57699,                0.31691,                0.32717,                0.15665,                    nan,                    nan,                    nan,             3.9561e-06,             3.9561e-06,             3.9561e-06
                    124,                 1.1988,                 1.2118,                 1.2994,                0.58708,                0.31673,                0.32628,                0.15366,                    nan,                    nan,                    nan,             3.9061e-06,             3.9061e-06,             3.9061e-06
                    125,                 1.1848,                 1.1767,                 1.2888,                0.59197,                0.32642,                0.32826,                 0.1536,                    nan,                    nan,                    nan,             3.8562e-06,             3.8562e-06,             3.8562e-06
                    126,                 1.2015,                 1.2051,                 1.2949,                0.62482,                0.30509,                0.33132,                 0.1551,                    nan,                    nan,                    nan,             3.8062e-06,             3.8062e-06,             3.8062e-06
                    127,                 1.1791,                 1.1959,                 1.2787,                0.59275,                0.32769,                0.33402,                0.15641,                    nan,                    nan,                    nan,             3.7563e-06,             3.7563e-06,             3.7563e-06
                    128,                  1.201,                 1.2196,                  1.296,                0.65194,                0.31468,                0.34018,                0.15874,                    nan,                    nan,                    nan,             3.7063e-06,             3.7063e-06,             3.7063e-06
                    129,                  1.166,                  1.175,                 1.2768,                 0.6634,                0.30911,                0.33837,                0.16079,                    nan,                    nan,                    nan,             3.6564e-06,             3.6564e-06,             3.6564e-06
                    130,                 1.2049,                 1.1976,                 1.2932,                0.55165,                0.34579,                0.33039,                0.15771,                    nan,                    nan,                    nan,             3.6064e-06,             3.6064e-06,             3.6064e-06
                    131,                 1.2085,                 1.1956,                  1.291,                0.67697,                0.29509,                0.32562,                0.15614,                    nan,                    nan,                    nan,             3.5565e-06,             3.5565e-06,             3.5565e-06
                    132,                 1.1586,                 1.1827,                 1.2782,                0.56315,                0.34314,                0.34555,                0.15849,                    nan,                    nan,                    nan,             3.5065e-06,             3.5065e-06,             3.5065e-06
